Cluster_sseqid,ICTV_Realm,ICTV_Kingdom,ICTV_Phylum,ICTV_Subphylum,ICTV_Class,ICTV_Order,ICTV_Suborder,ICTV_Family,ICTV_Subfamily,ICTV_Genus,ICTV_Species,RdRP_id,Taxonid,NR_id,identity,NR_kindom,NR_phylum,NR_class,NR_order,NR_family,NR_genus,NR_species
GCM11219_WGML118279_Hubei_earwig_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,GCM11219_WGML118279_Hubei_earwig_virus_2,1922891,APG78210.1,99.848,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei earwig virus 2
HOU343377_Beihai_partiti-like_virus_7,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,HOU343377_Beihai_partiti-like_virus_7,1922509,APG78211.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai partiti-like virus 7
HWRTX13334_Beihai_partiti-like_virus_8,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,HWRTX13334_Beihai_partiti-like_virus_8,1922510,APG78212.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai partiti-like virus 8
insectZJ79891_mosZJ25114_Shuangao_partiti-like_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,insectZJ79891_mosZJ25114_Shuangao_partiti-like_virus_1,1923472,APG78213.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Shuangao partiti-like virus 1
mosZJ34436_spider58365_Hubei_partiti-like_virus_22,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,mosZJ34436_spider58365_Hubei_partiti-like_virus_22,1923029,APG78217.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 22
NP_624325_Zygosaccharomyces_bailii_virus_Z,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,Amalgaviridae,,Zybavirus,Zybavirus bailii,NP_624325_Zygosaccharomyces_bailii_virus_Z,114871,NP_624325.1,100,Viruses,Pisuviricota,Duplopiviricetes,Durnavirales,Amalgaviridae,Zybavirus,Zygosaccharomyces bailii virus Z
QBC66123.1_Cucumis_melo_amalgavirus_1_Cucumis_melo_1049,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QBC66123.1_Cucumis_melo_amalgavirus_1_Cucumis_melo_1049,2518597,QBC66123.1,100,Viruses,Pisuviricota,Duplopiviricetes,Durnavirales,Amalgaviridae,unclassified Amalgaviridae genus,Cucumis melo amalgavirus 1
QCM147194_Hubei_partiti-like_virus_48,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QCM147194_Hubei_partiti-like_virus_48,1923056,APG78218.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 48
QCM950973_Hubei_partiti-like_virus_4,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QCM950973_Hubei_partiti-like_virus_4,1923047,APG78224.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 4
QCM951148_Hubei_partiti-like_virus_33,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QCM951148_Hubei_partiti-like_virus_33,1923040,APG78222.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 33
QDB74985.1_Phaeoacremonium_minimum_tetramycovirus_1_Phaeoacremonium_minimum_764,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QDB74985.1_Phaeoacremonium_minimum_tetramycovirus_1_Phaeoacremonium_minimum_764,2587583,QDB74985.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Phaeoacremonium minimum tetramycovirus 1
QKI28961.1_Kummerowia_striata_partitivirus_Kummerowia_striata_622,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QKI28961.1_Kummerowia_striata_partitivirus_Kummerowia_striata_622,2740147,QKI28961.1,100,Viruses,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,unclassified Partitiviridae genus,Kummerowia striata partitivirus
QQZ02313.1_Aspergillus_nidulans_partitivirus_1_Aspergillus_nidulans_573,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QQZ02313.1_Aspergillus_nidulans_partitivirus_1_Aspergillus_nidulans_573,2806428,QQZ02313.1,100,Viruses,Pisuviricota,Duplopiviricetes,Durnavirales,Partitiviridae,unclassified Partitiviridae genus,Aspergillus nidulans partitivirus 1
QTM133141_Hubei_partiti-like_virus_10,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM133141_Hubei_partiti-like_virus_10,1923016,APG78227.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 10
QTM22037_Hubei_partiti-like_virus_57,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM22037_Hubei_partiti-like_virus_57,1923066,APG78229.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 57
QTM23269_Hubei_partiti-like_virus_7,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM23269_Hubei_partiti-like_virus_7,1923070,APG78230.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 7
QTM23479_Hubei_partiti-like_virus_37,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM23479_Hubei_partiti-like_virus_37,1923044,APG78231.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 37
QTM24152_Hubei_partiti-like_virus_39,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM24152_Hubei_partiti-like_virus_39,1923046,APG78233.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 39
QTM24887_Hubei_partiti-like_virus_41,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM24887_Hubei_partiti-like_virus_41,1923049,APG78238.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 41
QTM25188_Hubei_partiti-like_virus_11,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM25188_Hubei_partiti-like_virus_11,1923017,YP_009329875.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 11
QTM26145_Hubei_partiti-like_virus_56,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM26145_Hubei_partiti-like_virus_56,1923065,APG78242.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 56
QTM26281_Hubei_partiti-like_virus_46,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM26281_Hubei_partiti-like_virus_46,1923054,APG78243.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 46
QTM26744_Hubei_partiti-like_virus_29,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM26744_Hubei_partiti-like_virus_29,1923036,APG78244.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 29
QTM27155_Hubei_partiti-like_virus_21,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM27155_Hubei_partiti-like_virus_21,1923028,APG78247.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 21
QTM29853_Hubei_partiti-like_virus_44,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM29853_Hubei_partiti-like_virus_44,1923052,APG78248.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 44
QTM3514_Hubei_partiti-like_virus_36,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM3514_Hubei_partiti-like_virus_36,1923043,APG78249.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 36
QTM46465_Hubei_partiti-like_virus_47,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM46465_Hubei_partiti-like_virus_47,1923055,APG78250.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 47
QTM46741_Hubei_partiti-like_virus_32,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM46741_Hubei_partiti-like_virus_32,1923039,APG78251.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 32
QTM47485_Hubei_partiti-like_virus_5,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM47485_Hubei_partiti-like_virus_5,1923058,APG78252.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 5
QTM74833_Hubei_partiti-like_virus_20,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM74833_Hubei_partiti-like_virus_20,1923027,APG78253.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 20
QTM74844_WGML31721_Hubei_odonate_virus_13,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM74844_WGML31721_Hubei_odonate_virus_13,1922994,APG78254.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei odonate virus 13
QTM75790_Hubei_partiti-like_virus_17,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM75790_Hubei_partiti-like_virus_17,1923023,APG78256.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 17
QTM77172_Hubei_partiti-like_virus_12,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTM77172_Hubei_partiti-like_virus_12,1923018,APG78257.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 12
QTW52603.1_Rhizoctonia_solani_RNA_Virus_11_Rhizoctonia_solani_705,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,QTW52603.1_Rhizoctonia_solani_RNA_Virus_11_Rhizoctonia_solani_705,2826956,QTW52603.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Rhizoctonia solani RNA Virus 11
SCM172187_Hubei_diptera_virus_17,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SCM172187_Hubei_diptera_virus_17,1922878,YP_009337870.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei diptera virus 17
SCM172380_Hubei_partiti-like_virus_19,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SCM172380_Hubei_partiti-like_virus_19,1923025,APG78260.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 19
SCM245982_Hubei_partiti-like_virus_38,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SCM245982_Hubei_partiti-like_virus_38,1923045,APG78261.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 38
SCM33193_Hubei_partiti-like_virus_59,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SCM33193_Hubei_partiti-like_virus_59,1923068,APG78262.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 59
SCM37169_QTM25917_Hubei_diptera_virus_18,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SCM37169_QTM25917_Hubei_diptera_virus_18,1922879,YP_009329892.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei diptera virus 18
SCM50556_Hubei_partiti-like_virus_18,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SCM50556_Hubei_partiti-like_virus_18,1923024,APG78265.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 18
SCM51314_QTM27098_Hubei_diptera_virus_19,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SCM51314_QTM27098_Hubei_diptera_virus_19,1922880,APG78266.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei diptera virus 19
SHWC01c3537_Shahe_picobirna-like_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SHWC01c3537_Shahe_picobirna-like_virus_2,1923438,APG78268.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Shahe picobirna-like virus 2
SHWC0209c12590_Shahe_picobirna-like_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SHWC0209c12590_Shahe_picobirna-like_virus_1,1923437,APG78271.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Shahe picobirna-like virus 1
SHWC0209c27544_Shahe_partiti-like_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SHWC0209c27544_Shahe_partiti-like_virus_1,1923436,APG78269.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Shahe partiti-like virus 1
spider118314_Hubei_partiti-like_virus_49,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,spider118314_Hubei_partiti-like_virus_49,1923057,APG78274.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 49
spider122140_Hubei_partiti-like_virus_13,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,spider122140_Hubei_partiti-like_virus_13,1923019,APG78275.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 13
spider131688_Hubei_partiti-like_virus_6,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,spider131688_Hubei_partiti-like_virus_6,1923069,APG78276.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 6
spider131862_Hubei_partiti-like_virus_31,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,spider131862_Hubei_partiti-like_virus_31,1923038,APG78277.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 31
spider132884_Hubei_partiti-like_virus_14,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,spider132884_Hubei_partiti-like_virus_14,1923020,APG78278.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 14
spider134492_Hubei_partiti-like_virus_42,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,spider134492_Hubei_partiti-like_virus_42,1923050,APG78281.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 42
spider135364_Hubei_partiti-like_virus_15,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,spider135364_Hubei_partiti-like_virus_15,1923021,APG78282.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 15
SSZZ3448_QTM24815_Hubei_tetragnatha_maxillosa_virus_8,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SSZZ3448_QTM24815_Hubei_tetragnatha_maxillosa_virus_8,1923250,YP_009337885.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei tetragnatha maxillosa virus 8
SSZZ4709_QTM75369_Hubei_partiti-like_virus_3,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SSZZ4709_QTM75369_Hubei_partiti-like_virus_3,1923037,APG78162.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 3
SXSSP2538_SXXX36890_Sanxia_water_strider_virus_18,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SXSSP2538_SXXX36890_Sanxia_water_strider_virus_18,1923402,APG78293.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Sanxia water strider virus 18
SXSSP515_Sanxia_partiti-like_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SXSSP515_Sanxia_partiti-like_virus_1,1923363,APG78294.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Sanxia partiti-like virus 1
SXXX6738_Sanxia_partiti-like_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SXXX6738_Sanxia_partiti-like_virus_2,1923364,APG78295.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Sanxia partiti-like virus 2
SZmix20674_Hubei_partiti-like_virus_53,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SZmix20674_Hubei_partiti-like_virus_53,1923062,APG78297.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 53
SZmix20834_Hubei_partiti-like_virus_54,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SZmix20834_Hubei_partiti-like_virus_54,1923063,APG78298.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 54
SZmix21556_Hubei_partiti-like_virus_55,Riboviria,Orthornavirae,Pisuviricota,,Duplopiviricetes,Durnavirales,,,,,,SZmix21556_Hubei_partiti-like_virus_55,1923064,APG78299.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei partiti-like virus 55
