RdRp_sseqid,super_group,Accession_id
narna-levi-like_QGZ00443_Narnavirus_sp,Narna-Levi,QGZ00443
narna-levi-like_QGZ00441_Ourmia-like_virus_sp,Narna-Levi,QGZ00441
narna-levi-like_QED22728_Botryosphaeria_dothidea_Ourmia-like_virus,Narna-Levi,QED22728
narna-levi-like_QDA33962_Mitovirus_2_BEG47,Narna-Levi,QDA33962
narna-levi-like_QDA33961_Mitovirus_1_BEG47,Narna-Levi,QDA33961
narna-levi-like_QGY72621_Plasmopara_viticola_associated_ourmia-like_virus_91,Narna-Levi,QGY72621
narna-levi-like_QGY72620_Plasmopara_viticola_associated_ourmia-like_virus_90,Narna-Levi,QGY72620
narna-levi-like_QGY72619_Plasmopara_viticola_associated_ourmia-like_virus_89,Narna-Levi,QGY72619
narna-levi-like_QGY72618_Plasmopara_viticola_associated_ourmia-like_virus_88,Narna-Levi,QGY72618
narna-levi-like_QGY72617_Plasmopara_viticola_associated_ourmia-like_virus_87,Narna-Levi,QGY72617
narna-levi-like_QGY72616_Plasmopara_viticola_associated_ourmia-like_virus_86,Narna-Levi,QGY72616
narna-levi-like_QGY72615_Plasmopara_viticola_associated_ourmia-like_virus_85,Narna-Levi,QGY72615
narna-levi-like_QGY72614_Plasmopara_viticola_associated_ourmia-like_virus_84,Narna-Levi,QGY72614
narna-levi-like_QGY72613_Plasmopara_viticola_associated_ourmia-like_virus_83,Narna-Levi,QGY72613
narna-levi-like_QGY72612_Plasmopara_viticola_associated_ourmia-like_virus_82,Narna-Levi,QGY72612
narna-levi-like_QGY72611_Plasmopara_viticola_associated_ourmia-like_virus_81,Narna-Levi,QGY72611
narna-levi-like_QGY72610_Plasmopara_viticola_associated_ourmia-like_virus_80,Narna-Levi,QGY72610
narna-levi-like_QGY72609_Plasmopara_viticola_associated_ourmia-like_virus_79,Narna-Levi,QGY72609
narna-levi-like_QGY72608_Plasmopara_viticola_associated_ourmia-like_virus_78,Narna-Levi,QGY72608
narna-levi-like_QGY72607_Plasmopara_viticola_associated_ourmia-like_virus_77,Narna-Levi,QGY72607
narna-levi-like_QGY72606_Plasmopara_viticola_associated_ourmia-like_virus_76,Narna-Levi,QGY72606
narna-levi-like_QGY72605_Plasmopara_viticola_associated_ourmia-like_virus_75,Narna-Levi,QGY72605
narna-levi-like_QGY72604_Plasmopara_viticola_associated_ourmia-like_virus_74,Narna-Levi,QGY72604
narna-levi-like_QGY72603_Plasmopara_viticola_associated_ourmia-like_virus_73,Narna-Levi,QGY72603
narna-levi-like_QGY72602_Plasmopara_viticola_associated_ourmia-like_virus_72,Narna-Levi,QGY72602
narna-levi-like_QGY72601_Plasmopara_viticola_associated_ourmia-like_virus_71,Narna-Levi,QGY72601
narna-levi-like_QGY72600_Plasmopara_viticola_associated_ourmia-like_virus_70,Narna-Levi,QGY72600
narna-levi-like_QGY72599_Plasmopara_viticola_associated_ourmia-like_virus_69,Narna-Levi,QGY72599
narna-levi-like_QGY72598_Plasmopara_viticola_associated_ourmia-like_virus_68,Narna-Levi,QGY72598
narna-levi-like_QGY72597_Plasmopara_viticola_associated_ourmia-like_virus_67,Narna-Levi,QGY72597
narna-levi-like_QGY72596_Plasmopara_viticola_associated_ourmia-like_virus_66,Narna-Levi,QGY72596
narna-levi-like_QGY72595_Plasmopara_viticola_associated_ourmia-like_virus_65,Narna-Levi,QGY72595
narna-levi-like_QGY72594_Plasmopara_viticola_associated_ourmia-like_virus_64,Narna-Levi,QGY72594
narna-levi-like_QGY72593_Plasmopara_viticola_associated_ourmia-like_virus_63,Narna-Levi,QGY72593
narna-levi-like_QGY72592_Plasmopara_viticola_associated_ourmia-like_virus_62,Narna-Levi,QGY72592
narna-levi-like_QGY72591_Plasmopara_viticola_associated_ourmia-like_virus_61,Narna-Levi,QGY72591
narna-levi-like_QGY72590_Plasmopara_viticola_associated_ourmia-like_virus_60,Narna-Levi,QGY72590
narna-levi-like_QGY72589_Plasmopara_viticola_associated_ourmia-like_virus_59,Narna-Levi,QGY72589
narna-levi-like_QGY72587_Plasmopara_viticola_associated_ourmia-like_virus_57,Narna-Levi,QGY72587
narna-levi-like_QGY72586_Plasmopara_viticola_associated_ourmia-like_virus_56,Narna-Levi,QGY72586
narna-levi-like_QGY72585_Plasmopara_viticola_associated_ourmia-like_virus_55,Narna-Levi,QGY72585
narna-levi-like_QGY72584_Plasmopara_viticola_associated_ourmia-like_virus_54,Narna-Levi,QGY72584
narna-levi-like_QGY72583_Plasmopara_viticola_associated_ourmia-like_virus_53,Narna-Levi,QGY72583
narna-levi-like_QGY72582_Plasmopara_viticola_associated_ourmia-like_virus_52,Narna-Levi,QGY72582
narna-levi-like_QGY72580_Plasmopara_viticola_associated_ourmia-like_virus_50,Narna-Levi,QGY72580
narna-levi-like_QGY72579_Plasmopara_viticola_associated_ourmia-like_virus_49,Narna-Levi,QGY72579
narna-levi-like_QGY72578_Plasmopara_viticola_associated_ourmia-like_virus_48,Narna-Levi,QGY72578
narna-levi-like_QGY72577_Plasmopara_viticola_associated_ourmia-like_virus_47,Narna-Levi,QGY72577
narna-levi-like_QGY72576_Plasmopara_viticola_associated_ourmia-like_virus_46,Narna-Levi,QGY72576
narna-levi-like_QGY72575_Plasmopara_viticola_associated_ourmia-like_virus_45,Narna-Levi,QGY72575
narna-levi-like_QGY72574_Plasmopara_viticola_associated_ourmia-like_virus_44,Narna-Levi,QGY72574
narna-levi-like_QGY72572_Plasmopara_viticola_associated_ourmia-like_virus_42,Narna-Levi,QGY72572
narna-levi-like_QGY72571_Plasmopara_viticola_associated_ourmia-like_virus_41,Narna-Levi,QGY72571
narna-levi-like_QGY72569_Plasmopara_viticola_associated_ourmia-like_virus_39,Narna-Levi,QGY72569
narna-levi-like_QGY72568_Plasmopara_viticola_associated_ourmia-like_virus_38,Narna-Levi,QGY72568
narna-levi-like_QGY72566_Plasmopara_viticola_associated_ourmia-like_virus_36,Narna-Levi,QGY72566
narna-levi-like_QGY72564_Plasmopara_viticola_associated_ourmia-like_virus_34,Narna-Levi,QGY72564
narna-levi-like_QGY72563_Plasmopara_viticola_associated_ourmia-like_virus_33,Narna-Levi,QGY72563
narna-levi-like_QGY72562_Plasmopara_viticola_associated_ourmia-like_virus_32,Narna-Levi,QGY72562
narna-levi-like_QGY72561_Plasmopara_viticola_associated_ourmia-like_virus_31,Narna-Levi,QGY72561
narna-levi-like_QGY72560_Plasmopara_viticola_associated_ourmia-like_virus_30,Narna-Levi,QGY72560
narna-levi-like_QGY72559_Plasmopara_viticola_associated_ourmia-like_virus_29,Narna-Levi,QGY72559
narna-levi-like_QGY72558_Plasmopara_viticola_associated_ourmia-like_virus_28,Narna-Levi,QGY72558
narna-levi-like_QGY72557_Plasmopara_viticola_associated_ourmia-like_virus_27,Narna-Levi,QGY72557
narna-levi-like_QGY72556_Plasmopara_viticola_associated_ourmia-like_virus_26,Narna-Levi,QGY72556
narna-levi-like_QGY72555_Plasmopara_viticola_associated_ourmia-like_virus_25,Narna-Levi,QGY72555
narna-levi-like_QGY72554_Plasmopara_viticola_associated_ourmia-like_virus_24,Narna-Levi,QGY72554
narna-levi-like_QGY72553_Plasmopara_viticola_associated_ourmia-like_virus_23,Narna-Levi,QGY72553
narna-levi-like_QGY72552_Plasmopara_viticola_associated_ourmia-like_virus_22,Narna-Levi,QGY72552
narna-levi-like_QGY72551_Plasmopara_viticola_associated_ourmia-like_virus_21,Narna-Levi,QGY72551
narna-levi-like_QGY72550_Plasmopara_viticola_associated_ourmia-like_virus_20,Narna-Levi,QGY72550
narna-levi-like_QGY72549_Plasmopara_viticola_associated_ourmia-like_virus_19,Narna-Levi,QGY72549
narna-levi-like_QGY72548_Plasmopara_viticola_associated_ourmia-like_virus_18,Narna-Levi,QGY72548
narna-levi-like_QGY72547_Plasmopara_viticola_associated_ourmia-like_virus_17,Narna-Levi,QGY72547
narna-levi-like_QGY72546_Plasmopara_viticola_associated_ourmia-like_virus_16,Narna-Levi,QGY72546
narna-levi-like_QGY72545_Plasmopara_viticola_associated_ourmia-like_virus_15,Narna-Levi,QGY72545
narna-levi-like_QGY72544_Plasmopara_viticola_associated_ourmia-like_virus_14,Narna-Levi,QGY72544
narna-levi-like_QGY72543_Plasmopara_viticola_associated_ourmia-like_virus_13,Narna-Levi,QGY72543
narna-levi-like_QGY72542_Plasmopara_viticola_associated_ourmia-like_virus_12,Narna-Levi,QGY72542
narna-levi-like_QGY72541_Plasmopara_viticola_associated_ourmia-like_virus_11,Narna-Levi,QGY72541
narna-levi-like_QGY72540_Plasmopara_viticola_associated_ourmia-like_virus_10,Narna-Levi,QGY72540
narna-levi-like_QGY72539_Plasmopara_viticola_associated_ourmia-like_virus_9,Narna-Levi,QGY72539
narna-levi-like_QGY72538_Plasmopara_viticola_associated_ourmia-like_virus_8,Narna-Levi,QGY72538
narna-levi-like_QGY72537_Plasmopara_viticola_associated_ourmia-like_virus_7,Narna-Levi,QGY72537
narna-levi-like_QGY72536_Plasmopara_viticola_associated_ourmia-like_virus_6,Narna-Levi,QGY72536
narna-levi-like_QGY72535_Plasmopara_viticola_associated_ourmia-like_virus_5,Narna-Levi,QGY72535
narna-levi-like_QGY72534_Plasmopara_viticola_associated_ourmia-like_virus_4,Narna-Levi,QGY72534
narna-levi-like_QGY72533_Plasmopara_viticola_associated_ourmia-like_virus_3,Narna-Levi,QGY72533
narna-levi-like_QGY72532_Plasmopara_viticola_associated_ourmia-like_virus_2,Narna-Levi,QGY72532
narna-levi-like_QGY72531_Plasmopara_viticola_associated_ourmia-like_virus_1,Narna-Levi,QGY72531
narna-levi-like_BBN51032_Colletotrichum_fructicola_mitovirus_1,Narna-Levi,BBN51032
narna-levi-like_AYP71797_Penicillium_citrinum_ourmia-like_virus_1,Narna-Levi,AYP71797
narna-levi-like_QDM55307_Geopora_sumneriana_mitovirus_1,Narna-Levi,QDM55307
narna-levi-like_QED55412_Heterobasidion_mitovirus_3,Narna-Levi,QED55412
narna-levi-like_QED55404_Heterobasidion_mitovirus_2,Narna-Levi,QED55404
narna-levi-like_QDW80892_Rhizoctonia_solani_mitovirus_36,Narna-Levi,QDW80892
narna-levi-like_QDW80891_Rhizoctonia_solani_mitovirus_35,Narna-Levi,QDW80891
narna-levi-like_QDW80890_Rhizoctonia_solani_mitovirus_22,Narna-Levi,QDW80890
narna-levi-like_QDW80875_Colletotrichum_gloeosporioides_ourmia-like_virus_1,Narna-Levi,QDW80875
narna-levi-like_QDW80874_Magnaporthe_oryzae_ourmia-like_virus_4,Narna-Levi,QDW80874
narna-levi-like_QDW65458_Rhizoctonia_solani_mitovirus_23,Narna-Levi,QDW65458
narna-levi-like_QDW65430_Rhizoctonia_solani_ourmia-like_virus_5,Narna-Levi,QDW65430
narna-levi-like_QDW65429_Rhizoctonia_solani_ourmia-like_virus_4,Narna-Levi,QDW65429
narna-levi-like_QDW65428_Rhizoctonia_solani_ourmia-like_virus_3,Narna-Levi,QDW65428
narna-levi-like_QDW65427_Rhizoctonia_solani_ourmia-like_virus_2,Narna-Levi,QDW65427
narna-levi-like_QDW65426_Rhizoctonia_solani_mitovirus_38,Narna-Levi,QDW65426
narna-levi-like_QDW65425_Rhizoctonia_solani_mitovirus_37,Narna-Levi,QDW65425
narna-levi-like_QDW65424_Rhizoctonia_solani_mitovirus_34,Narna-Levi,QDW65424
narna-levi-like_QDW65422_Rhizoctonia_solani_mitovirus_32,Narna-Levi,QDW65422
narna-levi-like_QDW65421_Rhizoctonia_solani_mitovirus_31,Narna-Levi,QDW65421
narna-levi-like_QDW65420_Rhizoctonia_solani_mitovirus_30,Narna-Levi,QDW65420
narna-levi-like_QDW65419_Rhizoctonia_solani_mitovirus_29,Narna-Levi,QDW65419
narna-levi-like_QDW65418_Rhizoctonia_solani_mitovirus_28,Narna-Levi,QDW65418
narna-levi-like_QDW65417_Rhizoctonia_solani_mitovirus_27,Narna-Levi,QDW65417
narna-levi-like_QDW65416_Rhizoctonia_solani_mitovirus_26,Narna-Levi,QDW65416
narna-levi-like_QDW65415_Rhizoctonia_solani_mitovirus_25,Narna-Levi,QDW65415
narna-levi-like_QDW65414_Rhizoctonia_solani_mitovirus_24,Narna-Levi,QDW65414
narna-levi-like_QDW65413_Rhizoctonia_solani_mitovirus_21,Narna-Levi,QDW65413
narna-levi-like_AZT88625_Setosphaeria_turcica_mitovirus_1,Narna-Levi,AZT88625
narna-levi-like_AZT88624_Ophiocordyceps_sinensis_mitovirus_2,Narna-Levi,AZT88624
narna-levi-like_AZT88623_Ophiocordyceps_sinensis_mitovirus_1,Narna-Levi,AZT88623
narna-levi-like_AZT88622_Loramyces_juncicola_mitovirus_1,Narna-Levi,AZT88622
narna-levi-like_AZT88620_Aspergillus_neoniger_ourmia-like_virus_1,Narna-Levi,AZT88620
narna-levi-like_DAC76947_Entomophthora_muscae_mitovirus_8,Narna-Levi,DAC76947
narna-levi-like_DAC76945_Entomophthora_muscae_mitovirus_6,Narna-Levi,DAC76945
narna-levi-like_DAC76944_Entomophthora_muscae_mitovirus_5,Narna-Levi,DAC76944
narna-levi-like_DAC76943_Entomophthora_muscae_mitovirus_4,Narna-Levi,DAC76943
narna-levi-like_DAC76942_Entomophthora_muscae_mitovirus_3,Narna-Levi,DAC76942
narna-levi-like_DAC76941_Entomophthora_muscae_mitovirus_2,Narna-Levi,DAC76941
narna-levi-like_DAC76940_Entomophthora_muscae_mitovirus_1,Narna-Levi,DAC76940
narna-levi-like_QDH91536_Mitovirus_sp,Narna-Levi,QDH91536
narna-levi-like_YP_009666497_Soybean_leaf-associated_ourmiavirus_1,Narna-Levi,YP_009666497
narna-levi-like_QDB75009_Phaeoacremonium_minimum_ourmia-like_virus_3,Narna-Levi,QDB75009
narna-levi-like_QDB75008_Cladosporium_cladosporioides_ourmia-like_virus_2,Narna-Levi,QDB75008
narna-levi-like_QDB75007_Phaeoacremonium_minimum_ourmia-like_virus_2,Narna-Levi,QDB75007
narna-levi-like_QDB75006_Acremonium_sclerotigenum_ourmia-like_virus_1,Narna-Levi,QDB75006
narna-levi-like_QDB75005_Epicoccum_nigrum_ourmia-like_virus_2,Narna-Levi,QDB75005
narna-levi-like_QDB75004_Phaeoacremonium_minimum_ourmia-like_virus_1,Narna-Levi,QDB75004
narna-levi-like_QDB75003_Epicoccum_nigrum_ourmia-like_virus_1,Narna-Levi,QDB75003
narna-levi-like_QDB75002_Cladosporium_uredinicola_ourmiavirus_2,Narna-Levi,QDB75002
narna-levi-like_QDB75001_Cladosporium_uredinicola_ourmiavirus_1,Narna-Levi,QDB75001
narna-levi-like_QDB75000_Penicillium_sumatrense_ourmia-like_virus_1,Narna-Levi,QDB75000
narna-levi-like_QDB74999_Cladosporium_cladosporioides_ourmia-like_virus_1,Narna-Levi,QDB74999
narna-levi-like_QDB74998_Neofusicoccum_parvum_ourmia-like_virus_1,Narna-Levi,QDB74998
narna-levi-like_QDB74994_Neofusicoccum_parvum_narnavirus_1,Narna-Levi,QDB74994
narna-levi-like_QDB74992_Neofusicoccum_parvum_mitovirus_1,Narna-Levi,QDB74992
narna-levi-like_QDB74991_Fomitiporia_mediterranea_mitovirus_1,Narna-Levi,QDB74991
narna-levi-like_QDB74990_Alternaria_alternata_mitovirus_1,Narna-Levi,QDB74990
narna-levi-like_QDB74989_Epicoccum_nigrum_mitovirus_1,Narna-Levi,QDB74989
narna-levi-like_QCF24465_Entomophthora_muscae_mitovirus_6,Narna-Levi,QCF24465
narna-levi-like_QCF24464_Entomophthora_muscae_mitovirus_5,Narna-Levi,QCF24464
narna-levi-like_QCF24463_Entomophthora_muscae_mitovirus_4,Narna-Levi,QCF24463
narna-levi-like_QCF24462_Entomophthora_muscae_mitovirus_3,Narna-Levi,QCF24462
narna-levi-like_QCF24461_Entomophthora_muscae_mitovirus_2,Narna-Levi,QCF24461
narna-levi-like_QCF24460_Entomophthora_muscae_mitovirus_1,Narna-Levi,QCF24460
narna-levi-like_QBS55243_Tetranychus_urticae-associated_narnavirus,Narna-Levi,QBS55243
narna-levi-like_QBN22186_Beta_vulgaris_mitovirus_1,Narna-Levi,QBN22186
narna-levi-like_QBC65281_Rhizopus_microsporus_23S_narnavirus,Narna-Levi,QBC65281
narna-levi-like_QBC65280_Rhizopus_microsporus_20S_narnavirus,Narna-Levi,QBC65280
narna-levi-like_QBA55490_Aedes_angustivittatus_narnavirus,Narna-Levi,QBA55490
narna-levi-like_DAB417562_Cannabis_sativa_mitovirus_1,Narna-Levi,DAB417562
narna-levi-like_DAB41745_Oxybasis_rubra_mitovirus_1,Narna-Levi,DAB41745
narna-levi-like_DAB41749_Humulus_lupulus_mitovirus_1,Narna-Levi,DAB41749
narna-levi-like_DAB41741_Azolla_filiculoides_mitovirus_1,Narna-Levi,DAB41741
narna-levi-like_DAB41740_Ambrosia_artemisiifolia_mitovirus_1,Narna-Levi,DAB41740
narna-levi-like_QAB47442_Combu_positive-strand_RNA_mycovirus,Narna-Levi,QAB47442
narna-levi-like_BBF90578_Pyricularia_oryzae_ourmia-like_virus_3,Narna-Levi,BBF90578
narna-levi-like_BBF90576_Pyricularia_oryzae_ourmia-like_virus_1,Narna-Levi,BBF90576
narna-levi-like_AZY91986_Puccinia_striiformis_mitovirus_1,Narna-Levi,AZY91986
narna-levi-like_AZP53929_Nigrospora_oryzae_mitovirus_2,Narna-Levi,AZP53929
narna-levi-like_AZP53928_Nigrospora_oryzae_mitovirus_1,Narna-Levi,AZP53928
narna-levi-like_AZJ25097_Rhizophagus_diaphanum_mitovirus_4,Narna-Levi,AZJ25097
narna-levi-like_AZJ25096_Rhizophagus_diaphanum_mitovirus_3,Narna-Levi,AZJ25096
narna-levi-like_BBG56024_Fusarium_boothii_mitovirus_1,Narna-Levi,BBG56024
narna-levi-like_YP_009345044_Phomopsis_longicolla_RNA_virus_1,Narna-Levi,YP_009345044
narna-levi-like_YP_009336688_Sanxia_water_strider_virus_13,Narna-Levi,YP_009336688
narna-levi-like_YP_009333347_Beihai_narna-like_virus_17,Narna-Levi,YP_009333347
narna-levi-like_YP_009272903_Fusarium_poae_narnavirus_2,Narna-Levi,YP_009272903
narna-levi-like_YP_009272902_Fusarium_poae_narnavirus_1,Narna-Levi,YP_009272902
narna-levi-like_AXE72932_Aspergillus_fumigatus_mitovirus_1,Narna-Levi,AXE72932
narna-levi-like_AWY11206_Melbourne_fly_narnavirus_1,Narna-Levi,AWY11206
narna-levi-like_AWY11006_Sclerotinia_sclerotiorum_ourmia-like_virus_3,Narna-Levi,AWY11006
narna-levi-like_AWY10991_Sclerotinia_sclerotiorum_mitovirus_33,Narna-Levi,AWY10991
narna-levi-like_AWY10990_Sclerotinia_sclerotiorum_mitovirus_32,Narna-Levi,AWY10990
narna-levi-like_AWY10987_Sclerotinia_sclerotiorum_mitovirus_29,Narna-Levi,AWY10987
narna-levi-like_AWY10986_Sclerotinia_sclerotiorum_mitovirus_28,Narna-Levi,AWY10986
narna-levi-like_AWY10985_Sclerotinia_sclerotiorum_mitovirus_27,Narna-Levi,AWY10985
narna-levi-like_AWY10972_Sclerotinia_sclerotiorum_mitovirus_9-A,Narna-Levi,AWY10972
narna-levi-like_AWY10970_Sclerotinia_sclerotiorum_mitovirus_7-A2,Narna-Levi,AWY10970
narna-levi-like_AWY10969_Sclerotinia_sclerotiorum_mitovirus_7-A,Narna-Levi,AWY10969
narna-levi-like_AWY10967_Sclerotinia_sclerotiorum_mitovirus_6-A,Narna-Levi,AWY10967
narna-levi-like_AOX47577_Ceratobasidium_mitovirus_A,Narna-Levi,AOX47577
narna-levi-like_ASM94099_Barns_Ness_serrated_wrack_narna-like_virus_3,Narna-Levi,ASM94099
narna-levi-like_ASM94097_Barns_Ness_serrated_wrack_narna-like_virus_1,Narna-Levi,ASM94097
narna-levi-like_ASM94089_Barns_Ness_dog_whelk_narna-like_virus_1,Narna-Levi,ASM94089
narna-levi-like_ASM94073_Barns_Ness_breadcrumb_sponge_narna-like_virus_8,Narna-Levi,ASM94073
narna-levi-like_ASM94071_Barns_Ness_breadcrumb_sponge_narna-like_virus_6,Narna-Levi,ASM94071
narna-levi-like_ASM94069_Barns_Ness_breadcrumb_sponge_narna-like_virus_4,Narna-Levi,ASM94069
narna-levi-like_ASM94068_Barns_Ness_breadcrumb_sponge_narna-like_virus_3,Narna-Levi,ASM94068
narna-levi-like_ASM94066_Barns_Ness_breadcrumb_sponge_narna-like_virus_1,Narna-Levi,ASM94066
narna-levi-like_AMB21743_Phomopsis_longicolla_RNA_virus_1,Narna-Levi,AMB21743
narna-levi-like_APG77168_Shahe_narna-like_virus_4,Narna-Levi,APG77168
narna-levi-like_APG77184_Sanxia_water_strider_virus_13,Narna-Levi,APG77184
narna-levi-like_ALM62243_Soybean_leaf-associated_mitovirus_3,Narna-Levi,ALM62243
narna-levi-like_ALM62241_Soybean_leaf-associated_mitovirus_1,Narna-Levi,ALM62241
narna-levi-like_ALM62238_Soybean_leaf-associated_ourmiavirus_1,Narna-Levi,ALM62238
narna-levi-like_ALD89128_Rhizoctonia_solani_mitovirus_9,Narna-Levi,ALD89128
narna-levi-like_ALD89127_Rhizoctonia_solani_mitovirus_8,Narna-Levi,ALD89127
narna-levi-like_ALD89126_Rhizoctonia_solani_mitovirus_7,Narna-Levi,ALD89126
narna-levi-like_ALD89125_Rhizoctonia_solani_mitovirus_6,Narna-Levi,ALD89125
narna-levi-like_ALD89124_Rhizoctonia_solani_mitovirus_5,Narna-Levi,ALD89124
narna-levi-like_ALD89123_Rhizoctonia_solani_mitovirus_4,Narna-Levi,ALD89123
narna-levi-like_ALD89115_Rhizoctonia_solani_mitovirus_1,Narna-Levi,ALD89115
narna-levi-like_ALD89122_Rhizoctonia_solani_mitovirus_3,Narna-Levi,ALD89122
narna-levi-like_ALD89121_Rhizoctonia_solani_mitovirus_2,Narna-Levi,ALD89121
narna-levi-like_ALD89120_Rhizoctonia_solani_mitovirus_15,Narna-Levi,ALD89120
narna-levi-like_ALD89119_Rhizoctonia_solani_mitovirus_14,Narna-Levi,ALD89119
narna-levi-like_ALD89118_Rhizoctonia_solani_mitovirus_13,Narna-Levi,ALD89118
narna-levi-like_ALD89117_Rhizoctonia_solani_mitovirus_12,Narna-Levi,ALD89117
narna-levi-like_ALD89116_Rhizoctonia_solani_mitovirus_11,Narna-Levi,ALD89116
narna-levi-like_ALD89102_Rhizoctonia_solani_mitovirus_10,Narna-Levi,ALD89102
narna-levi-like_ALD89101_Macrophomina_phaseolina_mitovirus_2,Narna-Levi,ALD89101
narna-levi-like_AHF48628_Sclerotinia_sclerotiorum_mitovirus_12,Narna-Levi,AHF48628
narna-levi-like_AHF48627_Sclerotinia_sclerotiorum_mitovirus_11,Narna-Levi,AHF48627
narna-levi-like_AHF48625_Sclerotinia_sclerotiorum_mitovirus_9,Narna-Levi,AHF48625
narna-levi-like_AHF48623_Sclerotinia_sclerotiorum_mitovirus_7,Narna-Levi,AHF48623
narna-levi-like_AHF48622_Sclerotinia_sclerotiorum_mitovirus_6,Narna-Levi,AHF48622
narna-levi-like_ALD89139_Sclerotinia_sclerotiorum_ourmia-like_virus_2,Narna-Levi,ALD89139
narna-levi-like_ALD89138_Sclerotinia_sclerotiorum_ourmia-like_virus_1,Narna-Levi,ALD89138
narna-levi-like_ALD89132_Rhizoctonia_solani_ourmia-like_virus_1,Narna-Levi,ALD89132
narna-levi-like_ALD89137_Sclerotinia_sclerotiorum_mitovirus_20,Narna-Levi,ALD89137
narna-levi-like_ALD89136_Sclerotinia_sclerotiorum_mitovirus_19,Narna-Levi,ALD89136
narna-levi-like_AIF337662_Heterobasidion_mitovirus_1,Narna-Levi,AIF337662
narna-levi-like_AIT71973_Rhizoctonia_cerealis_mitovirus,Narna-Levi,AIT71973
narna-levi-like_AHI43534_Fusarium_circinatum_mitovirus_2-1,Narna-Levi,AHI43534
narna-levi-like_AHY03257_Buergenerula_spartinae_mitovirus_1,Narna-Levi,AHY03257
narna-levi-like_AGW51778_Mitovirus_AEF-2013,Narna-Levi,AGW51778
narna-levi-like_BAN85985_Rhizophagus_sp_HR1_mitovirus-like_ssRNA,Narna-Levi,BAN85985
narna-levi-like_AGT55877_Ophiostoma_mitovirus_7,Narna-Levi,AGT55877
narna-levi-like_AGT55876_Ophiostoma_mitovirus_1c,Narna-Levi,AGT55876
narna-levi-like_AEP83726_Tuber_excavatum_mitovirus,Narna-Levi,AEP83726
narna-levi-like_BAD72871_Helicobasidium_mompa_mitovirus_1-18,Narna-Levi,BAD72871
narna-levi-like_CAJ32467_Ophiostoma_mitovirus_1b,Narna-Levi,CAJ32467
narna-levi-like_CAJ32466_Ophiostoma_mitovirus_1a,Narna-Levi,CAJ32466
nido-like_WDA66308_Porcine_reproductive_and_respiratory_syndrome_virus_Sus_scrofa_domesticus_3829,Nido,WDA66308
nido-like_WAK85908_Serpentovirales_sp_Nerodia_floridana_2343,Nido,WAK85908
nido-like_UZK98244_Tadarida_brasiliensis_bat_alphacoronavirus_2_Tadarida_brasiliensis_6815,Nido,UZK98244
